"조사연도","MD제공용_가구고유번호","조사부문코드","가중값","가중값(금융부문)","가중값(복지부문)","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주종사상지위코드(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","과거기준입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드","소득5분위코드(금융부문)","소득5분위코드(복지부문)","소득10분위코드","소득계층구간코드(보도용)","자산총액5분위코드","자산총액5분위코드(금융부문)","자산총액5분위코드(복지부문)","자산총액10분위코드","순자산5분위코드","순자산5분위코드(금융부문)","순자산5분위코드(복지부문)","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(조사)","조사_경상소득_근로소득","조사_경상소득_사업소득","조사_경상소득_재산소득","조사_경상소득_공적이전소득","조사_경상소득_사적이전소득","조사_경상소득_이전소득","처분가능소득(조사)[경상소득-비소비지출]","지출(조사)[비소비지출(조사)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","조사_지출_비소비지출","조사_지출_비소비지출_세금","조사_지출_비소비지출_공적연금사회보험료","조사_지출_비소비지출_가구사이이전지출비","조사_지출_비소비지출_비영리단체이전지출비","조사_지출_비소비지출_연간지급이자","지출_소비지출비","지출_소비지출_외식비포함식료품비","지출_소비지출_주거비","지출_소비지출_보육료포함교육비","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_경조비및기타소비지출비","지출_소비지출_경조비","지출_소비지출_기타소비지출비","분배6차_균등화처분가능소득(조사)","여유자금운용계획코드","금융자산투자주목적코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","부채상환방법코드","1년전대비부채증감코드","원리금연체여부","원리금연체사유코드","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)","1년후소득변화코드(2011~2016년)","1년후지출변화코드(2012~2016년)"
2014,015201351,P,2013.11920568142,,4006.86010780161,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,C,8,60,G5,1,G1,3,1,G1,G1,G1,G3,G1,Q2,,Q2,D03,G2,Q3,,Q3,D05,Q3,,Q3,D06,19420,1360,1360,1360,400,960,0,0,0,18060,18000,10000,8000,0,60,60,0,0,0,500,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,500,84,80,4,18920,2064,1560,0,360,144,0,144,1800,2168,264,52,208,0,0,4,1904,600,120,0,10,360,264,550,50,500,1060,,,,,,,,,,,,,,,,,,,,,1,70,200,300,4,0,,,3,3
2014,015201371,P,1513.61039686865,,3012.65087919176,G1,1,4,G2,G1,G2,G2,G2,2,1,G1,2,,,85,G5,7,G4,2,1,G1,G1,G2,G2,G2,Q2,,Q1,D03,G2,Q3,,Q3,D05,Q3,,Q3,D06,16059,59,59,59,59,0,0,0,0,16000,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,16059,1518,0,0,0,918,600,1518,1502,920,16,16,0,0,0,0,904,600,200,0,50,10,24,20,0,20,759,,,,,,,,,,,,,,,,,,,,,2,,,,,60,5,1,2,2
2014,015201381,P,1677.02458867309,,3337.90625031634,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,F,7,51,G4,3,G3,2,1,G1,G1,G3,G2,G1,Q4,,Q4,D07,G3,Q4,,Q4,D07,Q4,,Q4,D07,34230,530,530,530,530,0,0,0,0,33700,33000,28000,5000,0,700,700,0,0,0,12600,12600,12000,0,0,0,0,12000,0,0,,,,,,0,0,0,0,0,12000,0,0,0,12000,0,600,0,0,0,0,0,600,0,,,,,,0,0,0,0,0,,,0,0,0,0,91,0,91,21630,4800,0,4800,0,0,0,0,3892,5688,908,391,426,0,0,91,4780,1200,360,1500,10,600,360,750,150,600,2047,,,,,,,,,,,,,,,,,,,,,1,65,250,250,4,0,,,2,2
2014,015202111,F,1527.15453763915,3073.99243187569,,G1,1,1,G2,G2,G2,G2,G2,6,1,G4,1,G,5,51,G4,4,G3,1,2,G2,G2,G2,G3,G1,Q3,Q3,,D05,G3,Q2,Q2,,D04,Q2,Q2,,D03,13510,11010,3510,10,10,0,0,3500,7500,2500,0,0,0,0,2500,500,2000,2000,0,6280,6280,4880,0,0,4500,0,0,380,0,4500,0,0,0,380,4500,0,380,0,0,0,0,0,4880,0,4880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,549,60,489,7230,3600,0,3600,0,0,0,0,2086,1514,1514,137,648,0,240,489,0,0,0,0,0,0,0,0,0,0,2836,3,1,1,2,1,2,,,1,2,,,3,2,,3,,1,7,1,,,,,,,,,,
2014,015202121,F,1497.68309789431,3014.66967796491,,G1,1,2,G2,G2,G2,G2,G2,6,1,G4,2,N,5,33,G2,1,G1,2,2,G2,G2,G1,G3,G2,Q2,Q2,,D04,G2,Q3,Q3,,D05,Q3,Q3,,D06,17152,16084,4084,4084,4000,84,0,0,12000,1068,0,0,0,0,1068,1000,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17152,2900,2900,0,0,0,0,0,2631,269,269,35,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,1,2,1,2,2,1,1,4,,2,,,,,,,,,,,,,,,,,,,,
2014,015202131,F,992.104363499065,1996.99584976209,,G1,1,2,G1,G2,G2,G2,G1,3,1,G2,2,,,75,G5,7,G4,2,3,G3,G3,G1,G3,G2,Q1,Q1,,D01,G1,Q1,Q1,,D01,Q1,Q1,,D01,318,318,3,3,3,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,644,0,72,0,572,0,572,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1,2,1,2,4,2,,,2,2,,,,,,,,,,,,,,,,,,,,
2014,015202141,F,1146.01337378871,2306.79760759828,,G1,1,2,G2,G2,G2,G2,G2,4,1,G3,2,S,4,65,G5,4,G3,2,2,G2,G2,G2,G3,G1,Q3,Q3,,D05,G3,Q4,Q4,,D08,Q5,Q5,,D09,44191,14191,2691,1341,400,941,0,1350,11500,30000,30000,0,30000,0,0,0,0,0,0,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,240,0,480,480,0,43851,3600,1800,1800,0,0,0,0,3129,471,471,41,82,0,348,0,0,0,0,0,0,0,0,0,0,0,2469,1,2,1,2,4,2,,,4,1,,,2,1,2,1,30,,,1,,,,,,,,,,
2014,015202151,F,443.631558569376,892.981079169849,,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,,,62,G5,7,G4,2,1,G1,G1,G4,G2,G1,Q3,Q3,,D06,G3,Q5,Q5,,D10,Q5,Q5,,D10,101650,31850,31850,31850,7850,0,24000,0,0,69800,68000,58000,10000,0,1800,1800,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,100650,4200,1800,0,1000,1400,0,1400,3833,367,367,157,210,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,1,2,1,2,2,2,,,3,2,,,,,,,,,,,,,,,,,,,,
2014,015202171,P,1571.22755482567,,3122.44651439598,G1,1,3,G2,G2,G2,G2,G2,6,3,G3,2,,,66,G5,7,G4,2,1,G1,G1,G4,G1,G1,Q5,,Q5,D09,G5,Q5,,Q5,D10,Q5,,Q5,D10,97284,6934,6934,6934,4450,1224,1260,0,0,90350,90000,60000,30000,0,350,350,0,0,0,22000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,22000,0,0,0,75284,7800,2400,0,1800,3600,0,3600,7410,3860,390,130,200,0,60,0,3470,2000,400,70,200,200,150,450,200,250,4383,,,,,,,,,,,,,,,,,,,,,2,,,,,61,3,2,1,3
2014,015202181,P,1233.011480803,,2450.32130619172,G1,1,2,G1,G2,G2,G2,G2,4,1,G3,3,,,84,G5,7,G4,2,2,G2,G2,G2,G3,G1,Q1,,Q1,D02,G2,Q2,,Q2,D04,Q2,,Q2,D04,12040,12040,40,40,40,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,3000,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,200,0,200,9040,1500,0,0,980,520,0,520,1299,981,201,1,0,0,0,200,780,200,130,0,400,20,12,18,0,18,1061,,,,,,,,,,,,,,,,,,,,,2,,,,,70,5,8,1,3
2014,015202301,P,1676.35264528986,,3336.56884797246,G1,1,4,G2,G2,G2,G2,G2,5,1,G4,2,F,3,39,G2,1,G1,2,2,G2,G2,G2,G3,G1,Q4,,Q4,D08,G4,Q3,,Q2,D05,Q3,,Q3,D05,14210,13410,2410,2410,1290,1020,100,0,11000,800,0,0,0,0,800,300,500,500,0,900,900,400,0,0,400,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,400,0,400,500,0,0,0,0,0,500,0,,,,,,0,0,0,0,0,,,0,0,0,0,1160,1050,110,13310,6400,6400,0,0,0,0,0,5805,3328,595,65,420,0,0,110,2733,960,225,720,150,350,168,160,60,100,2983,,,,,,,,,,,,,,,,,,,,,1,65,200,300,3,0,,,1,1
2014,015202311,P,1464.17390023246,,2914.25366238556,G1,1,2,G1,G2,G2,G2,G1,4,1,G3,2,,,87,G5,7,G4,2,1,G1,G1,G2,G2,G2,Q1,,Q1,D02,G2,Q4,,Q4,D07,Q4,,Q4,D08,29335,1750,1750,1750,1750,0,0,0,0,27585,27500,27500,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,29335,1200,0,0,0,0,1200,1200,1151,1325,49,49,0,0,0,0,1276,720,300,0,80,120,12,44,30,14,849,,,,,,,,,,,,,,,,,,,,,2,,,,,77,4,1,1,2
2014,015202321,P,2064.61421489634,,4109.35449257695,G1,1,3,G2,G2,G2,G2,G2,3,1,G2,2,S,7,62,G5,1,G1,2,2,G2,G2,G2,G1,G1,Q4,,Q4,D07,G3,Q3,,Q3,D05,Q3,,Q3,D05,14640,14190,7190,7190,6530,660,0,0,7000,450,0,0,0,0,450,300,150,150,0,35,35,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,35,0,0,120,120,0,14605,4796,4206,0,50,360,180,540,4395,2993,401,83,318,0,0,0,2592,360,240,880,200,350,276,286,50,236,2557,,,,,,,,,,,,,,,,,,,,,1,65,100,150,5,0,,,1,3
2014,015202341,P,2592.63781311733,,5326.5000005048,G1,1,7,G2,G2,G2,G2,G2,4,1,G3,2,F,7,44,G3,4,G3,2,2,G2,G2,G4,G2,G1,Q5,,Q5,D10,G6,Q4,,Q4,D08,Q4,,Q4,D08,41442,34462,5462,2462,1010,1452,0,3000,29000,6980,0,0,0,0,6980,2780,4200,4200,0,3760,3760,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,3760,0,0,0,0,3560,200,0,,,,,,0,0,0,0,0,,,0,0,0,0,2854,2400,454,37682,14200,3200,11000,0,0,0,0,12596,10704,1604,550,600,0,0,454,9100,3800,590,1680,150,1200,600,1080,300,780,5027,,,,,,,,,,,,,,,,,,,,,1,65,200,200,4,0,,,3,3
2014,015202351,F,1682.78842389355,3278.78386263173,,G1,2,1,G2,G2,G2,G2,G2,4,1,G3,1,G,3,58,G4,2,G2,1,1,G1,G1,G1,G3,G1,Q2,Q2,,D03,G2,Q3,Q3,,D05,Q3,Q3,,D05,14630,530,530,530,530,0,0,0,0,14100,14000,14000,0,0,100,0,100,100,0,2550,2550,2000,0,0,0,0,0,2000,0,2000,0,0,0,0,2000,0,0,0,0,2000,0,0,0,2000,0,300,0,0,0,0,0,300,0,300,0,0,0,0,0,0,0,0,300,0,300,200,50,0,0,770,500,270,12080,1800,1800,0,0,0,0,0,1277,523,523,57,156,0,40,270,0,0,0,0,0,0,0,0,0,0,1594,5,2,1,2,3,2,,,4,1,,,3,2,,3,,2,,2,,,,,,,,,,
2014,015202361,F,2439.95008158543,4903.49702609749,,G1,1,3,G2,G2,G2,G2,G2,5,1,G4,2,R,3,42,G3,1,G1,2,2,G2,G2,G3,G2,G1,Q4,Q4,,D07,G3,Q3,Q3,,D05,Q3,Q3,,D05,19260,18160,2160,2160,60,2100,0,0,16000,1100,0,0,0,0,1100,1100,0,0,0,8090,8090,4000,0,0,4000,0,0,0,0,4000,0,0,0,0,0,4000,0,0,0,0,0,0,4000,0,4000,4000,0,0,4000,0,0,0,0,4000,0,0,0,0,0,0,0,0,4000,0,4000,90,0,0,0,1243,1000,243,11170,4800,4800,0,0,0,0,0,3730,1070,1070,169,388,240,30,243,0,0,0,0,0,0,0,0,0,0,2467,3,6,1,1,4,1,1,2,,2,,,3,1,3,3,,1,5,2,,,,,,,,,,
2014,015203101,P,1443.17856991739,,2867.97897961726,G1,1,4,G2,G2,G2,G2,G2,7,1,G4,2,C,2,35,G2,1,G1,2,1,G1,G1,G3,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,143750,1050,1050,1050,1050,0,0,0,0,142700,140000,70000,0,70000,2700,1200,1500,1500,0,27000,27000,27000,27000,0,0,0,0,0,0,,,,,,0,0,0,0,0,27000,0,0,0,27000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,900,0,900,116750,11000,11000,0,0,0,0,0,8170,6950,2830,1123,787,0,20,900,4120,1100,390,600,50,300,180,1500,200,1300,4642,,,,,,,,,,,,,,,,,,,,,1,60,300,300,3,0,,,3,3
2014,015203191,F,443.631558569376,892.981079169849,,G1,1,4,G2,G2,G2,G2,G1,7,1,G4,2,,,62,G5,7,G4,2,2,G2,G2,G4,G2,G1,Q4,Q4,,D08,G4,Q5,Q5,,D10,Q5,Q5,,D10,149691,53341,8341,8341,6080,1761,500,0,45000,96350,95000,0,95000,0,1350,1100,250,250,0,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,0,0,0,115691,6500,3500,0,0,3000,0,3000,5778,722,722,280,406,0,36,0,0,0,0,0,0,0,0,0,0,0,3008,1,2,1,2,2,1,3,4,,2,,,,,,,,,,,,,,,,,,,,
2014,015203311,P,1761.29799611008,,3618.53637729606,G1,1,6,G2,G2,G2,G2,G2,6,1,G4,2,A,6,40,G3,3,G3,2,1,G1,G1,G3,G1,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,156444,7928,7928,7928,6400,1528,0,0,0,148516,112000,12000,100000,0,36516,2710,33806,33806,0,23540,23540,21500,0,0,0,0,21500,0,0,,,,,,0,0,0,0,0,0,21500,0,0,21500,0,2000,0,0,0,0,2000,0,0,,,,,,0,0,0,0,0,,,0,40,0,0,1309,900,409,132904,21155,600,20000,0,555,0,555,19693,6222,1462,525,168,0,360,409,4760,1200,406,144,100,570,240,2100,300,1800,8568,,,,,,,,,,,,,,,,,,,,,1,80,300,500,3,0,,,3,3
2014,015203321,P,1840.9447501866,,3664.16845737851,G1,1,3,G2,G1,G2,G2,G1,1,,G1,2,,,75,G5,7,G4,2,1,G1,G1,G2,G1,G2,Q1,,Q1,D02,G2,Q3,,Q3,D06,Q4,,Q4,D07,24530,530,530,530,530,0,0,0,0,24000,24000,7000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,24530,1005,0,0,60,945,0,945,910,853,95,19,76,0,0,0,758,240,240,20,120,10,78,50,40,10,536,,,,,,,,,,,,,,,,,,,,,2,,,,,62,5,4,1,3
2014,015203341,P,1950.33274278297,,3881.89160193039,G1,1,3,G2,G2,G2,G2,G2,3,1,G2,2,C,7,61,G5,1,G1,2,1,G1,G1,G1,G2,G2,Q4,,Q4,D07,G3,Q2,,Q2,D04,Q3,,Q3,D05,12554,6264,6264,6264,240,6024,0,0,0,6290,6000,6000,0,0,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,12554,4700,4700,0,0,0,0,0,4134,1850,566,116,360,0,90,0,1284,480,120,0,200,250,84,150,100,50,2454,,,,,,,,,,,,,,,,,,,,,1,62,200,300,4,0,,,2,3
2014,015203361,P,2113.91217656278,,4207.4760746175,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,A,6,56,G4,3,G3,2,1,G1,G1,G3,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,467290,27610,27610,27610,4300,23310,0,0,0,439680,351700,26700,325000,0,87980,4350,83630,80130,3500,66000,66000,60000,10000,0,0,0,50000,0,0,,,,,,0,0,0,0,0,10000,50000,0,0,60000,0,6000,6000,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,3640,0,3640,401290,31090,3000,28000,90,0,0,0,24414,15246,6676,1142,994,120,780,3640,8570,800,500,0,150,1200,420,5500,1200,4300,17020,,,,,,,,,,,,,,,,,,,,,1,80,300,500,3,0,,,3,1
2014,015203371,P,2290.75035815645,,4706.28125044602,G1,1,5,G2,G2,G1,G2,G2,4,1,G3,2,L,9,66,G5,1,G1,2,3,G3,G3,G3,G2,G1,Q3,,Q3,D05,G3,Q2,,Q2,D04,Q2,,Q2,D03,9232,9232,6232,6232,640,5592,0,0,3000,0,0,0,0,0,0,0,0,0,0,3500,3500,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,3500,0,,,,,,0,0,0,0,0,,,0,0,0,0,210,0,210,5732,3360,2400,0,0,960,0,960,2979,2673,381,1,140,0,30,210,2292,960,240,400,150,50,192,300,100,200,1440,,,,,,,,,,,,,,,,,,,,,1,75,150,200,5,0,,,2,2
2014,015203391,F,1736.92706081475,3490.65200985812,,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,M,1,45,G3,1,G1,2,1,G1,G1,G3,G2,G1,Q4,Q4,,D07,G4,Q4,Q4,,D08,Q4,Q4,,D08,45015,8815,8815,8815,5500,3315,0,0,0,36200,35000,25000,10000,0,1200,1200,0,0,0,11730,11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,11700,0,0,0,0,0,0,11700,0,0,0,0,0,11700,0,0,0,11700,0,0,30,0,0,1510,1350,160,33285,5300,5300,0,0,0,0,0,4114,1186,1186,226,400,300,100,160,0,0,0,0,0,0,0,0,0,0,2355,1,2,7,1,2,2,,,1,2,,1,1,2,,2,,1,1,1,,,,,,,,,,
2014,015204101,P,1436.03772728724,,2853.78837355702,G1,1,3,G2,G2,G2,G2,G2,7,3,G4,2,N,3,41,G3,1,G1,2,2,G2,G2,G4,G2,G1,Q3,,Q3,D06,G3,Q5,,Q5,D10,Q5,,Q5,D09,97350,45850,11850,11850,1050,10800,0,0,34000,51500,50000,0,50000,0,1500,1500,0,0,0,39000,8500,8500,0,8500,0,0,0,0,0,,,,,,0,0,0,0,0,0,8500,0,0,8500,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,30500,2480,2000,480,58350,4200,4200,0,0,0,0,0,3213,4163,987,165,342,0,0,480,3176,1200,440,720,100,336,180,200,0,200,2182,,,,,,,,,,,,,,,,,,,,,1,70,200,300,3,0,,,1,3
2014,015204121,P,1636.42602230473,,3252.01303431705,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,J,2,43,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q5,,Q5,D09,G5,Q5,,Q5,D10,Q5,,Q5,D10,146130,930,930,930,930,0,0,0,0,145200,145000,75000,70000,0,200,200,0,0,0,59300,59300,50000,0,0,0,0,0,50000,0,,,,,,0,0,0,0,0,0,50000,0,0,50000,0,9000,0,9000,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,300,0,0,4750,3800,950,86830,8000,8000,0,0,0,0,0,5564,7336,2436,1056,400,0,30,950,4900,1500,500,2400,50,150,100,200,100,100,3347,,,,,,,,,,,,,,,,,,,,,1,60,300,500,3,0,,,1,1
2014,015204131,P,1621.15623377327,,3221.66796438756,G1,1,1,G2,G2,G2,G2,G2,6,1,G4,1,G,5,41,G3,4,G3,1,2,G2,G2,G2,G2,G1,Q4,,Q4,D07,G4,Q5,,Q5,D10,Q5,,Q5,D10,75200,67000,22000,22000,20000,2000,0,0,45000,8200,0,0,0,0,8200,3200,5000,5000,0,1400,1400,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,1400,0,0,1200,1200,0,73800,5400,0,5000,400,0,0,0,3912,4388,1488,534,744,200,10,0,2900,600,240,0,40,400,120,1500,300,1200,4156,,,,,,,,,,,,,,,,,,,,,1,55,200,300,3,0,,,2,2
2014,015204151,P,443.631558569376,,881.613709735528,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,,,67,G5,7,G4,2,1,G1,G1,G4,G2,G1,Q4,,Q4,D07,G3,Q5,,Q5,D10,Q5,,Q5,D10,224500,4500,4500,4500,4500,0,0,0,0,220000,220000,150000,70000,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,5000,0,0,0,219500,4920,0,0,3600,1320,0,1320,3579,5221,1341,921,420,0,0,0,3880,1200,240,0,400,300,240,1500,500,1000,3041,,,,,,,,,,,,,,,,,,,,,2,,,,,58,3,6,1,3
2014,015204181,F,636.702807950254,1281.61206064488,,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,F,3,69,G5,3,G3,2,3,G3,G3,G1,G2,G1,Q3,Q3,,D05,G3,Q2,Q2,,D03,Q2,Q2,,D03,7237,6700,3700,1700,1700,0,0,2000,3000,537,0,0,0,0,537,286,251,251,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,0,0,0,0,0,540,500,40,6237,3160,0,2200,0,960,0,960,2551,609,609,39,410,0,120,40,0,0,0,0,0,0,0,0,0,0,1588,2,2,3,2,4,2,,,1,1,,1,1,2,,3,,1,7,1,,,,,,,,,,
