"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2020,961600331,585.792378850724,G2,2,1,G2,G2,G2,G2,G2,3,1,G2,1,A,9,62,G5,2,G2,4,1,G1,G4,G1,G1,Q2,D03,G2,Q4,D08,Q4,D07,61801,1,1,1,1,0,0,0,0,61800,60000,60000,0,0,1800,1800,0,0,0,32708,24708,23500,23500,0,0,0,0,0,0,0,0,23500,0,0,0,0,0,23500,0,23500,0,0,0,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,8000,2710,1664,1046,29093,1951,1600,0,18,333,0,333,477,1762,360,330,0,10,360,70,632,3236,1474,116,0,300,12,1046,3,1,1,4,2,,,2,2,,1,1,2,,,3,,1,1,3,1,75,200,500,4,,,
2020,961600341,815.114594537438,G2,1,2,G2,G2,G2,G2,G2,4,1,G3,2,F,7,51,G4,2,G2,2,1,G1,G2,G2,G1,Q3,D06,G4,Q4,D08,Q4,D08,47777,29090,29090,29090,2150,26940,0,0,0,18687,15000,15000,0,0,3687,2700,987,987,0,2650,2650,2650,2650,0,0,0,0,0,0,2650,0,0,0,0,0,0,2650,0,0,2650,0,0,0,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,143,45127,5110,1987,3000,4,119,0,119,4178,2072,720,240,0,20,480,240,372,3004,932,76,263,320,130,143,1,1,2,2,2,,,4,2,,2,,2,,,2,,2,,1,1,70,300,300,2,,,
2020,961600361,788.093866821668,G2,2,1,G1,G2,G2,G2,G2,2,4,G1,1,,,79,G5,7,G4,3,5,G4,G1,G1,G2,Q1,D01,G1,Q1,D02,Q1,D02,3378,378,378,378,178,0,200,0,0,3000,3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,779,216,0,107,356,100,456,731,436,156,60,0,96,48,16,60,484,48,3,0,40,5,0,1,3,4,2,2,,,4,2,,,,,,,,,,,,2,,,,,75,5,1
2020,961600371,784.195426293315,G2,2,2,G1,G2,G2,G2,G2,2,1,G1,2,A,6,71,G5,4,G3,2,1,G1,G2,G1,G1,Q2,D03,G2,Q3,D06,Q4,D07,33261,1278,1278,1278,828,0,450,0,0,31983,31900,3200,28700,0,83,0,83,83,0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,500,500,0,31261,2100,0,100,660,1218,122,1340,2008,931,360,96,0,144,77,60,194,1023,92,22,0,40,30,0,1,3,2,3,2,,,3,1,,1,1,2,,,2,,2,,1,1,75,70,120,4,,,
2020,961600381,1053.0184157784,G2,2,4,G2,G2,G1,G2,G2,4,1,G3,2,S,4,38,G2,4,G3,3,2,G2,G2,G2,G1,Q3,D06,G4,Q3,D06,Q3,D06,27564,17974,7974,6974,2090,4884,0,1000,10000,9590,3000,0,0,3000,6590,4000,2590,1090,1500,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,2035,2000,35,25364,5494,0,5000,494,0,0,0,4758,3795,840,300,1440,30,292,288,605,4531,736,170,181,300,50,35,1,3,2,2,1,4,4,,3,1,1,1,1,3,2,2,,1,3,1,1,60,150,160,3,,,
2020,961700231,1053.81269410697,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,C,8,52,G4,1,G1,2,1,G1,G2,G1,G1,Q5,D10,G6,Q5,D09,Q5,D10,89014,17314,17314,17314,11093,5121,1100,0,0,71700,69000,27000,42000,0,2700,2700,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,84014,12111,11515,0,596,0,0,0,9323,3990,500,140,700,50,400,150,2050,6778,2788,1491,697,300,300,0,2,7,1,3,1,4,4,,2,,,,,,,,,,,,1,60,200,300,3,,,
2020,961700251,654.66969107751,G2,2,1,G2,G2,G2,G2,G2,4,1,G3,1,N,9,62,G5,1,G1,4,2,G2,G2,G1,G2,Q1,D02,G2,Q2,D04,Q2,D04,12426,12426,8426,8426,5150,3276,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12426,1570,850,0,150,520,50,570,1346,1009,300,156,0,180,43,40,290,1233,224,19,45,50,110,0,1,3,1,2,1,1,1,,2,,,,,,,,,,,,1,65,150,200,4,,,
2020,961700261,660.661507890308,G2,1,2,G1,G2,G2,G2,G1,2,1,G1,2,,,83,G5,7,G4,2,3,G3,G1,G1,G2,Q1,D02,G2,Q1,D01,Q1,D01,231,231,31,31,31,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1186,0,0,0,986,200,1186,1176,820,240,360,0,144,10,26,40,830,10,0,0,10,0,0,2,1,2,2,1,1,1,,2,,,,,,,,,,,,2,,,,,77,5,4
2020,961700271,891.138889508276,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,C,8,38,G2,1,G1,1,1,G1,G2,G2,G1,Q5,D09,G6,Q3,D05,Q3,D05,20736,1736,1736,1736,200,1536,0,0,0,19000,19000,10000,9000,0,0,0,0,0,0,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0,0,4000,0,0,0,0,4000,0,0,0,0,4000,0,0,0,0,0,0,132,0,132,16736,11180,10643,0,195,342,0,342,9373,2460,600,240,0,180,180,300,960,4267,1807,803,652,120,100,132,1,1,2,2,2,,,1,1,,3,,2,,,2,,1,2,2,1,60,200,300,3,,,
2020,961700281,493.081477782709,G2,2,1,G1,G2,G2,G2,G2,2,1,G1,1,,,71,G5,7,G4,3,1,G1,G2,G3,G2,Q1,D01,G1,Q2,D03,Q2,D04,9830,1830,1830,1830,650,1180,0,0,0,8000,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9830,787,0,0,63,614,110,724,730,716,260,200,0,100,60,36,60,773,57,10,37,0,10,0,1,1,2,2,2,,,4,3,9,,,,,,,,,,,1,75,150,250,5,,,
2020,961700301,1547.83493860299,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,J,9,34,G2,1,G1,2,1,G1,G2,G2,G2,Q3,D05,G3,Q2,D04,Q3,D05,14856,4906,4906,4906,2089,2817,0,0,0,9950,9000,9000,0,0,950,750,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14856,4041,3537,0,4,272,228,500,3304,1985,840,162,18,200,134,144,487,2722,737,40,421,240,36,0,1,3,2,2,1,2,2,,2,,,,,,,,,,,,1,60,150,250,3,,,
2020,961700311,144.648319037212,G2,1,4,G2,G2,G2,G2,G2,6,4,G3,2,G,5,34,G2,4,G3,2,1,G1,G4,G2,G1,Q3,D06,G4,Q4,D07,Q3,D06,39381,4501,4501,4501,1388,2813,300,0,0,34880,28000,28000,0,0,6880,4800,2080,2080,0,13930,13930,11160,11160,0,0,0,0,0,0,11160,0,0,0,0,0,0,11160,0,0,11160,0,0,0,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,0,0,0,1560,1280,280,25451,5252,2400,2000,492,360,0,360,4266,1802,1200,240,72,30,100,120,40,2788,986,248,373,40,45,280,1,7,1,3,2,,,2,1,,3,,2,,,1,5,,,1,1,60,300,500,4,,,
2020,961700321,666.701501892172,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,D,3,59,G4,4,G3,2,1,G1,G3,G2,G1,Q5,D10,G6,Q5,D10,Q5,D10,136070,58970,58970,58970,31850,24120,3000,0,0,77100,47000,17000,30000,0,30100,5100,25000,25000,0,3800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,2000,1840,1840,0,132270,13732,5311,4750,3671,0,0,0,11932,4246,960,720,700,250,480,456,680,6046,1800,439,511,600,250,0,1,7,1,3,2,,,2,1,,3,,2,,,1,20,,,1,1,80,300,500,3,,,
2020,961700331,962.513390491536,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,H,8,59,G4,4,G3,2,2,G2,G2,G2,G1,Q4,D08,G5,Q4,D07,Q4,D07,38590,20040,7540,7540,2860,4680,0,0,12500,18550,0,0,0,0,18550,15700,2850,350,2500,8000,8000,8000,0,0,8000,0,0,0,0,8000,0,0,0,0,0,0,8000,0,0,0,0,0,8000,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516,6300,216,30590,7071,3442,3600,29,0,0,0,5357,2198,720,240,0,10,240,288,700,3912,1714,109,851,100,438,216,2,1,2,2,1,5,1,,1,,1,1,2,,,2,,1,1,1,1,70,200,300,3,,,
2020,961700341,1201.13311147709,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,S,7,52,G4,3,G3,2,1,G1,G2,G2,G1,Q5,D10,G6,Q5,D10,Q5,D10,116056,35367,35367,35367,20123,15244,0,0,0,80689,65000,40000,18000,7000,15689,5430,10259,10259,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,1800,1800,0,114556,17822,11471,5000,1351,0,0,0,14895,5309,913,382,518,297,845,599,1755,8236,2927,1213,1332,200,182,0,2,1,2,1,1,2,5,,1,,1,1,2,,,1,10,,,1,1,60,250,350,3,,,
2020,961700361,631.806660211824,G2,1,2,G1,G2,G2,G2,G2,1,,G1,2,,,87,G5,7,G4,2,1,G1,G2,G1,G2,Q1,D02,G2,Q1,D02,Q2,D03,4740,690,690,690,660,0,30,0,0,4050,4000,4000,0,0,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4740,1175,243,100,56,650,126,776,1059,688,320,108,0,85,10,40,125,804,116,2,0,90,24,0,5,1,2,4,2,,,4,2,,,,,,,,,,,,2,,,,,87,4,4
2020,961700381,818.336812505861,G2,1,2,G2,G2,G2,G2,G1,1,,G1,2,,,52,G4,7,G4,1,5,G4,G2,G1,G2,Q1,D02,G2,Q1,D01,Q1,D01,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1666,0,0,0,1666,0,1666,1656,1225,400,150,0,350,10,50,265,1235,10,1,9,0,0,0,1,3,4,2,2,,,3,2,,,,,,,,,,,,2,,,,,50,3,4
2020,961700391,649.983297939343,G2,1,2,G1,G2,G2,G2,G2,3,1,G2,2,,,78,G5,7,G4,2,1,G1,G4,G1,G1,Q1,D02,G2,Q2,D04,Q3,D05,16717,1667,1667,1667,1667,0,0,0,0,15050,15000,15000,0,0,50,0,50,50,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,16217,1432,270,0,356,806,0,806,1416,2452,240,1389,0,620,115,50,38,2468,16,16,0,0,0,0,1,1,2,4,2,,,4,2,,,,,,,,,,,,2,,,,,75,4,4
2020,961800201,476.989737905789,G2,1,2,G1,G2,G2,G2,G1,4,1,G3,2,,,79,G5,7,G4,2,1,G1,G3,G1,G1,Q1,D02,G2,Q4,D07,Q4,D07,35084,8684,8684,8684,4700,3984,0,0,0,26400,26000,26000,0,0,400,0,400,400,0,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,200,50,50,0,34834,1891,0,0,722,669,500,1169,1764,1550,1000,130,0,120,10,60,230,1677,127,17,0,100,10,0,1,1,2,1,2,,,2,1,,2,,2,,,1,40,,,1,2,,,,,70,5,6
2020,961800221,583.780676524144,G2,1,1,G2,G2,G2,G2,G2,3,4,G1,1,,,57,G4,7,G4,3,5,G4,G2,G2,G1,Q1,D01,G1,Q1,D02,Q1,D01,3280,2753,2753,2753,5,2748,0,0,0,527,0,0,0,0,527,527,0,0,0,9900,9900,4900,0,0,0,0,0,4900,0,0,0,0,4900,0,4900,0,0,0,0,0,0,4900,0,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,208,0,208,-6620,710,575,0,0,135,0,135,481,4245,420,156,0,2000,1440,114,115,4474,229,3,18,0,0,208,3,10,5,1,1,1,2,,3,9,3,,2,,,3,,2,,3,1,65,100,150,5,,,
2020,961800231,760.961939586017,G2,1,4,G2,G2,G2,G2,G2,3,1,G2,2,C,8,60,G5,1,G1,2,1,G1,G2,G2,G1,Q3,D06,G4,Q3,D05,Q3,D05,25138,5008,5008,5008,2280,2728,0,0,0,20130,19300,8000,11300,0,830,372,458,458,0,5000,5000,5000,2000,3000,0,0,0,0,0,0,0,5000,0,0,3000,0,0,2000,0,2000,3000,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,279,20138,5220,5159,0,61,0,0,0,4036,2199,960,264,100,100,180,300,295,3383,1184,47,378,480,0,279,2,3,4,2,1,5,4,,2,,3,,2,,,1,30,,,1,1,70,200,400,3,,,
2020,961800241,625.108203304021,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,C,8,47,G3,1,G1,2,5,G4,G3,G1,G2,Q4,D08,G5,Q2,D04,Q3,D05,17280,15130,15130,130,130,0,0,15000,0,2150,0,0,0,0,2150,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,162,5,17280,7520,7519,0,1,0,0,0,6837,2976,600,240,840,80,240,276,700,3659,683,191,387,100,0,5,1,1,2,2,1,1,4,,2,,,,,,,,,,,,1,65,250,350,4,,,
2020,961800261,720.789882488079,G2,1,3,G2,G2,G2,G2,G2,3,1,G2,2,C,7,61,G5,1,G1,2,1,G1,G2,G2,G1,Q4,D07,G4,Q4,D08,Q4,D08,51290,12040,12040,12040,6300,2340,3400,0,0,39250,37000,19000,18000,0,2250,1750,500,500,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,500,500,0,51230,5962,4572,0,628,612,150,762,4996,3100,960,540,0,650,420,300,230,4066,966,171,505,170,120,0,2,1,1,1,1,5,1,,2,,1,1,2,,,1,25,,,1,1,70,300,400,3,,,
2020,961800271,808.829760162294,G2,1,3,G2,G2,G2,G2,G1,5,1,G4,2,C,8,55,G4,1,G1,2,1,G1,G2,G2,G2,Q5,D10,G6,Q4,D08,Q5,D09,59186,22686,22686,22686,10250,8436,4000,0,0,36500,31000,16000,15000,0,5500,4500,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,1500,40,59186,14527,11541,2400,586,0,0,0,10472,3970,960,300,0,500,600,360,1250,8025,4055,1446,719,300,1550,40,1,1,2,2,1,3,5,,1,,,,,,,,,,,,1,65,200,300,3,,,
2020,961800301,919.234017015303,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,F,8,51,G4,4,G3,2,2,G2,G1,G2,G2,Q5,D10,G6,Q4,D07,Q4,D08,42785,35720,29720,29720,25400,4320,0,0,6000,7065,0,0,0,0,7065,1500,5565,5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42785,15106,4485,10203,48,370,0,370,13663,5420,1200,180,1240,60,480,300,1960,6863,1443,81,162,720,480,0,2,3,2,1,1,3,4,,2,,,,,,,,,,,,1,70,250,300,2,,,
2020,961800311,864.781297893318,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,G,5,53,G4,3,G3,2,1,G1,G2,G1,G1,Q5,D10,G6,Q4,D08,Q4,D08,48703,8158,8158,8158,4270,3888,0,0,0,40545,21000,6000,15000,0,19545,8000,11545,11545,0,5540,5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5540,0,0,0,3377,3260,117,43163,13101,2210,10740,151,0,0,0,12263,4385,1904,352,0,232,480,456,961,5223,838,300,251,150,20,117,1,1,2,3,1,5,2,,1,,1,1,2,,,2,,1,1,1,1,70,200,300,3,,,
2020,961800321,1069.01867846808,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,H,8,56,G4,1,G1,2,3,G3,G1,G1,G1,Q3,D06,G4,Q2,D03,Q2,D03,8494,7594,6094,6094,170,5924,0,0,1500,900,0,0,0,0,900,900,0,0,0,2313,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,2300,0,2300,0,0,0,0,0,0,0,0,2300,0,2300,0,13,0,0,0,365,240,125,6181,5735,5724,0,5,6,0,6,4791,1862,600,192,0,120,360,360,230,2806,944,167,522,50,80,125,1,1,2,2,1,1,1,,1,,1,1,2,,,1,10,,,2,1,70,150,250,3,,,
2020,961800331,1118.94604733984,G2,1,5,G2,G2,G2,G2,G2,4,1,G3,2,S,7,41,G3,1,G1,2,1,G1,G2,G2,G1,Q4,D07,G4,Q3,D06,Q3,D05,29412,2890,2890,2890,900,1990,0,0,0,26522,25000,25000,0,0,1522,1080,442,442,0,14755,14755,14755,14755,0,0,0,0,0,0,14755,0,0,0,0,0,0,14755,0,0,14755,0,0,0,14755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,1030,115,14657,6191,6189,0,2,0,0,0,5208,5106,1200,310,1440,180,410,360,1206,6089,983,112,466,220,70,115,3,1,2,3,1,2,2,,1,,3,,2,,,3,,1,3,1,1,57,300,400,4,,,
2020,961800341,725.586511325226,G2,1,3,G2,G2,G2,G2,G2,5,1,G4,2,K,3,43,G3,1,G1,2,1,G1,G2,G2,G1,Q5,D09,G5,Q2,D04,Q2,D04,18194,7344,7344,7344,2140,3444,1760,0,0,10850,9000,9000,0,0,1850,1850,0,0,0,4850,4850,3850,3850,0,0,0,0,0,0,0,0,3850,0,0,0,0,0,3850,0,3850,0,0,0,3850,0,1000,0,0,0,0,0,1000,0,0,0,1000,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,884,759,125,13344,9621,8841,231,519,30,0,30,7984,3382,840,240,540,80,340,198,1144,5019,1637,629,613,180,90,125,2,1,2,2,1,5,4,,1,,1,1,2,,,1,40,,,1,1,65,250,350,3,,,
2020,961800351,911.394090265328,G2,1,5,G2,G2,G2,G2,G2,4,1,G3,2,A,6,43,G3,4,G3,2,2,G2,G2,G1,G2,Q3,D06,G3,Q1,D02,Q1,D02,4164,2524,1524,524,279,175,70,1000,1000,1640,0,0,0,0,1640,1540,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4164,4975,1500,3000,39,416,20,436,4881,3480,840,420,360,120,480,360,900,3574,94,35,25,0,34,0,1,3,1,3,1,4,5,,2,,,,,,,,,,,,1,75,200,250,3,,,
2020,961800371,802.565920301733,G2,2,3,G2,G2,G2,G2,G2,4,1,G3,2,G,5,55,G4,1,G1,2,1,G1,G2,G2,G1,Q4,D08,G5,Q2,D04,Q3,D05,18554,7554,7554,7554,2400,5154,0,0,0,11000,9500,9500,0,0,1500,1400,100,100,0,3423,3423,3400,2200,0,1200,0,0,0,0,2200,0,0,1200,0,1200,0,2200,0,0,2200,0,1200,0,2200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3983,3820,163,15131,8243,8186,0,19,38,0,38,6871,2212,420,130,0,50,478,310,824,3584,1372,417,494,190,108,163,1,1,2,2,2,,,3,1,,3,,2,,,2,,1,1,1,1,67,250,350,3,,,
