"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2020,061900241,483.212391723546,G2,2,1,G1,G2,G2,G2,G2,2,1,G1,1,,,84,G5,7,G4,3,5,G4,G2,G1,G2,Q1,D01,G2,Q1,D01,Q1,D01,500,500,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1061,0,0,158,303,600,903,1060,254,120,60,0,15,12,24,23,255,1,1,0,0,0,0,1,1,2,2,2,,,4,2,,,,,,,,,,,,2,,,,,75,4,1
2020,061900261,929.741161907405,G2,1,3,G2,G2,G2,G2,G2,5,1,G4,2,G,5,35,G2,4,G3,2,3,G3,G2,G2,G2,Q3,D05,G3,Q1,D02,Q2,D03,5694,4494,3494,1994,1910,84,0,1500,1000,1200,0,0,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5694,3838,0,3500,8,330,0,330,3661,1950,1000,420,0,50,140,120,220,2127,177,33,46,50,48,0,2,1,2,4,1,1,2,,2,,,,,,,,,,,,1,70,300,350,4,,,
2020,061900271,778.441969512609,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,C,8,47,G3,1,G1,2,1,G1,G4,G1,G1,Q5,D10,G6,Q4,D07,Q4,D07,34453,3853,3853,3853,2010,1843,0,0,0,30600,29500,25000,4500,0,1100,540,560,560,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,32453,13187,12526,0,461,0,200,200,10966,4150,1000,250,2160,20,400,180,140,6371,2221,1213,828,100,80,0,2,1,1,2,1,5,1,,2,,,,,,,,,,,,1,70,200,400,3,,,
2020,061900291,903.781840336805,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,C,3,40,G3,1,G1,2,1,G1,G2,G2,G1,Q5,D09,G5,Q4,D07,Q4,D08,44318,10368,10368,10368,3988,6180,200,0,0,33950,33000,33000,0,0,950,950,0,0,0,1400,1400,1400,1400,0,0,0,0,0,0,1400,0,0,0,0,0,0,1400,0,0,1400,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,1237,30,42918,9826,9376,0,10,440,0,440,7854,4252,1200,360,108,480,264,120,1720,6224,1972,992,710,120,120,30,1,1,2,2,1,2,5,,1,,1,1,2,,,2,,1,1,1,1,75,200,250,4,,,
2020,061900301,660.247694808841,G2,2,1,G2,G2,G2,G2,G2,4,1,G3,1,,,54,G4,7,G4,1,1,G1,G2,G1,G1,Q1,D01,G1,Q1,D02,Q1,D01,4050,50,50,50,10,40,0,0,0,4000,4000,4000,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,50,860,789,0,71,0,0,0,773,32,0,7,0,5,0,20,0,119,87,4,83,0,0,0,1,1,2,2,2,,,4,3,1,3,,1,3,1,3,,1,3,3,2,,,,,54,5,1
2020,061900311,703.285603694003,G2,2,1,G2,G2,G2,G2,G2,4,1,G3,1,G,5,48,G3,2,G2,4,2,G2,G1,G2,G2,Q1,D02,G2,Q2,D03,Q2,D03,8032,7356,3856,3856,3805,51,0,0,3500,676,0,0,0,0,676,450,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8032,1314,1200,0,114,0,0,0,1229,1441,480,144,0,12,145,87,573,1526,85,25,60,0,0,0,1,1,2,2,2,,,4,3,9,,,,,,,,,,,1,60,50,80,4,,,
2020,061900321,686.236306264115,G2,1,2,G1,G2,G2,G2,G2,1,,G1,2,A,6,81,G5,4,G3,2,1,G1,G3,G1,G2,Q2,D03,G2,Q2,D04,Q2,D04,12470,2309,2309,2309,1709,0,600,0,0,10161,9535,2500,7035,0,626,0,626,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12470,2314,0,1000,228,686,400,1086,2152,1148,238,106,0,384,67,245,108,1310,162,8,54,100,0,0,1,3,2,4,2,,,3,2,,,,,,,,,,,,1,95,100,200,3,,,
2020,061900331,607.178854285378,G2,2,1,G1,G2,G2,G2,G2,1,,G1,1,,,89,G5,7,G4,3,1,G1,G2,G1,G2,Q1,D01,G1,Q2,D03,Q2,D03,8048,348,348,348,348,0,0,0,0,7700,7700,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8048,966,0,0,1,465,500,965,895,588,240,132,0,60,20,36,100,659,71,3,0,20,48,0,1,3,4,4,2,,,3,2,,,,,,,,,,,,2,,,,,89,4,4
2020,061900351,996.298700473961,G2,1,3,G2,G2,G2,G2,G2,6,1,G4,2,O,4,54,G4,1,G1,2,1,G1,G2,G2,G1,Q5,D09,G5,Q3,D06,Q3,D05,33059,3659,3659,3659,120,3539,0,0,0,29400,24000,18000,6000,0,5400,5300,100,100,0,18000,18000,9000,9000,0,0,0,0,0,0,9000,0,0,0,0,0,0,9000,0,0,9000,0,0,0,9000,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,0,0,0,0,9000,0,9000,0,0,0,0,0,0,236,110,126,15059,9549,9532,0,17,0,0,0,7516,5552,1800,572,1320,200,390,360,910,7585,2033,811,1066,0,30,126,4,1,2,3,1,3,4,,1,,1,1,2,,,2,,2,,1,1,70,200,250,3,,,
2020,061900361,979.693229528519,G2,2,4,G2,G2,G1,G2,G2,2,1,G1,2,A,6,54,G4,4,G3,3,1,G1,G2,G1,G1,Q4,D07,G4,Q2,D03,Q1,D02,10760,2414,2414,2414,1445,869,100,0,0,8346,1400,1400,0,0,6946,4020,2926,2926,0,8500,8500,1200,0,0,0,0,1200,0,0,0,0,0,1200,0,1200,0,0,0,0,800,0,400,0,800,400,3540,0,0,0,1940,1600,0,0,2840,0,700,0,0,900,0,0,0,2640,900,2640,0,3760,0,0,0,1564,1340,224,2260,6548,0,6000,40,508,0,508,6116,3606,1300,120,40,305,461,420,960,4038,432,37,21,150,0,224,3,1,2,2,2,,,4,1,,2,,2,,,2,,2,,1,1,70,100,200,4,,,
2020,061900381,681.658716020094,G2,1,2,G1,G2,G2,G2,G2,2,1,G1,2,A,6,80,G5,4,G3,2,1,G1,G2,G1,G2,Q1,D02,G2,Q4,D08,Q5,D09,54830,5730,5730,5730,5550,0,180,0,0,49100,49000,1200,47800,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54830,1303,0,500,360,403,40,443,882,1340,520,250,0,230,100,40,200,1761,421,21,0,300,100,0,1,3,4,2,2,,,3,2,,,,,,,,,,,,1,80,120,200,3,,,
2020,061900391,805.0605409565,G2,1,2,G1,G2,G2,G2,G2,2,1,G1,2,A,6,80,G5,4,G3,2,1,G1,G3,G1,G2,Q2,D03,G2,Q4,D07,Q4,D07,36240,4140,4140,4140,3910,0,230,0,0,32100,31000,13000,18000,0,1100,1000,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,1000,26,36240,2676,243,800,49,1084,500,1584,2621,1266,300,130,0,70,300,126,340,1321,55,10,0,0,19,26,1,3,4,2,2,,,3,2,,,,,,,,,,,,1,84,60,80,3,,,
2020,062000302,602.571159649372,G2,1,1,G1,G2,G2,G2,G2,1,,G1,1,,,86,G5,7,G4,3,5,G4,G2,G1,G2,Q1,D01,G1,Q1,D01,Q1,D01,190,190,190,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,510,0,0,25,465,20,485,475,384,120,112,0,2,10,15,125,419,35,0,0,30,5,0,1,3,4,2,2,,,3,2,,,,,,,,,,,,2,,,,,85,5,4
2020,062000322,947.87341287254,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,K,3,49,G3,1,G1,2,1,G1,G3,G2,G2,Q5,D10,G6,Q4,D07,Q4,D07,35167,14867,14867,14867,5200,9567,100,0,0,20300,18500,18500,0,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35167,17688,16340,0,1348,0,0,0,14784,6184,1200,220,1200,2200,250,264,850,9088,2904,1451,703,550,200,0,1,1,2,4,1,4,4,,2,,,,,,,,,,,,1,65,300,400,3,,,
2020,062000332,1219.00532403347,G2,1,5,G2,G2,G2,G2,G2,4,1,G3,2,G,5,46,G3,4,G3,2,1,G1,G3,G2,G1,Q4,D07,G4,Q3,D06,Q3,D06,27720,3770,3770,3770,620,3150,0,0,0,23950,23000,13000,10000,0,950,950,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,500,0,0,500,0,0,0,0,0,0,0,0,500,0,500,0,500,0,0,0,650,500,150,26720,6659,2583,4000,36,40,0,40,5610,3092,310,212,900,550,180,240,700,4141,1049,127,372,250,150,150,2,3,3,2,1,3,4,,1,,1,1,2,,,2,,2,,1,1,70,200,300,3,,,
2020,062000342,616.40248281987,G2,1,2,G2,G2,G2,G2,G2,3,1,G2,2,A,6,64,G5,4,G3,2,1,G1,G2,G1,G1,Q3,D05,G3,Q4,D07,Q4,D08,44771,8130,8130,8130,2700,5100,330,0,0,36641,36000,8000,28000,0,641,531,110,110,0,3220,3220,3220,3220,0,0,0,0,0,0,0,0,3220,0,0,0,0,0,3220,0,3220,0,0,0,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,260,20,41551,4433,480,3000,65,888,0,888,4225,1076,180,172,0,30,110,79,505,1284,208,28,0,100,60,20,2,3,2,2,2,,,3,1,,1,1,2,,,1,4,,,1,1,72,150,300,3,,,
2020,062000352,815.893108076403,G2,1,4,G2,G2,G2,G2,G2,3,1,G2,2,A,6,61,G5,4,G3,2,1,G1,G3,G1,G1,Q5,D10,G6,Q3,D05,Q1,D01,25428,6127,6127,6127,3167,2760,200,0,0,19301,15000,3000,12000,0,4301,1720,2581,2581,0,70000,70000,70000,0,0,0,0,70000,0,0,0,0,70000,0,0,70000,0,0,0,0,0,70000,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,750,-44572,12051,6196,4500,355,1000,0,1000,10035,3806,861,171,0,431,980,203,1160,5822,2016,167,509,400,190,750,3,3,2,1,2,,,4,3,7,3,,1,3,2,2,,1,2,2,1,80,300,400,4,,,
2020,062000362,616.40248281987,G2,1,2,G1,G2,G2,G2,G2,3,1,G2,2,,,80,G5,7,G4,2,1,G1,G3,G1,G2,Q1,D02,G2,Q3,D05,Q3,D06,21370,570,570,570,570,0,0,0,0,20800,20600,1000,19600,0,200,150,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21370,1457,316,0,427,714,0,714,1389,416,120,82,0,54,12,48,100,484,68,33,35,0,0,0,1,1,1,1,1,8,5,,2,,,,,,,,,,,,1,85,250,300,4,,,
2020,062000372,602.571159649372,G2,1,1,G1,G2,G2,G2,G2,3,1,G2,1,,,81,G5,7,G4,3,1,G1,G2,G1,G2,Q1,D01,G1,Q1,D02,Q2,D03,4760,3760,3760,3760,3000,760,0,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,925,285,0,115,475,50,525,902,607,360,83,0,60,0,24,80,630,23,3,0,20,0,0,1,1,2,1,2,,,1,2,,,,,,,,,,,,2,,,,,71,3,2
2020,062600311,784.272974305488,G2,1,2,G1,G2,G2,G2,G2,3,1,G2,2,,,77,G5,7,G4,2,1,G1,G3,G1,G2,Q1,D01,G2,Q1,D02,Q1,D02,2646,38,38,38,38,0,0,0,0,2608,2500,1750,750,0,108,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,1124,0,0,0,1044,80,1124,1091,684,480,54,0,10,55,30,55,717,33,3,0,30,0,0,1,3,2,2,2,,,3,2,,,,,,,,,,,,2,,,,,75,4,4
2020,062600321,768.16515387796,G2,2,1,G2,G2,G2,G2,G2,6,1,G4,1,S,5,58,G4,6,G3,3,3,G3,G2,G4,G2,Q3,D05,G3,Q2,D04,Q3,D05,16748,6748,6248,4248,2006,2242,0,2000,500,10000,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16748,4151,0,3000,450,101,600,701,3836,1523,457,543,0,45,123,60,295,1838,315,15,0,120,180,0,2,1,2,3,1,2,2,,2,,,,,,,,,,,,1,70,150,300,2,,,
2020,062600331,793.3137289494,G2,1,2,G1,G2,G2,G2,G2,4,1,G3,2,,,80,G5,7,G4,2,5,G4,G2,G1,G2,Q2,D03,G2,Q2,D04,Q3,D05,16130,8110,8110,8110,8110,0,0,0,0,8020,8000,0,8000,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16130,2537,0,0,828,1709,0,1709,2365,4181,480,2690,0,700,30,41,240,4353,172,22,0,150,0,0,1,3,4,1,2,,,3,2,,,,,,,,,,,,2,,,,,59,3,4
2020,062600341,786.101745979344,G2,2,1,G1,G2,G2,G2,G2,1,,G1,1,,,82,G5,7,G4,3,5,G4,G2,G3,G2,Q1,D01,G1,Q1,D01,Q1,D01,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,719,0,0,0,369,350,719,662,514,140,90,0,130,30,24,100,571,57,1,6,0,50,0,1,3,4,4,2,,,3,2,,,,,,,,,,,,2,,,,,75,4,4
2020,062600351,776.886620922246,G2,1,2,G2,G2,G2,G2,G2,2,1,G1,2,A,9,64,G5,2,G2,2,1,G1,G2,G1,G2,Q1,D02,G2,Q1,D01,Q1,D02,1545,5,5,5,5,0,0,0,0,1540,1500,1500,0,0,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1197,900,0,4,293,0,293,1186,771,300,131,0,70,50,120,100,782,11,1,0,0,10,0,1,3,4,4,2,,,2,2,,,,,,,,,,,,1,69,70,100,5,,,
2020,062600361,804.524204245458,G2,1,2,G2,G2,G2,G2,G2,3,1,G2,2,A,6,60,G5,4,G3,2,1,G1,G3,G1,G2,Q2,D04,G3,Q2,D04,Q3,D05,14630,6530,6530,6530,50,6480,0,0,0,8100,2000,2000,0,0,6100,1500,4600,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,700,10,14630,3365,1920,1000,18,347,80,427,2916,2382,720,208,0,300,480,120,554,2831,449,78,281,80,0,10,1,3,4,2,2,,,4,3,10,,,,,,,,,,,1,80,200,300,5,,,
2020,062700301,962.219618181274,G2,1,5,G2,G2,G2,G2,G2,7,1,G4,2,S,3,55,G4,1,G1,2,1,G1,G3,G1,G1,Q4,D08,G5,Q3,D05,Q3,D06,25700,544,544,544,544,0,0,0,0,25156,19000,15000,4000,0,6156,5930,226,226,0,4620,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,4520,0,0,0,4546,4380,166,21080,7362,6475,0,197,0,690,690,5339,4433,1200,533,1100,140,630,180,650,6456,2023,337,650,270,600,166,1,1,2,3,2,,,1,1,,1,2,2,,,1,30,,,1,1,70,200,300,3,,,
2020,062700311,917.834734055524,G2,2,4,G2,G2,G1,G2,G2,2,1,G1,2,A,6,65,G5,4,G3,3,1,G1,G3,G1,G1,Q3,D05,G3,Q2,D04,Q2,D04,17309,3259,3259,3259,10,3249,0,0,0,14050,12050,5000,7050,0,2000,100,1900,1900,0,8000,8000,4000,4000,0,0,0,0,0,0,0,0,4000,0,0,4000,0,0,0,0,0,4000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,70,0,70,9309,3962,0,3000,564,348,50,398,3521,1950,500,240,50,300,100,170,590,2391,441,70,141,0,160,70,3,3,4,4,2,,,3,1,,3,,2,,,2,,1,2,1,1,74,100,200,4,,,
2020,062700321,626.762722102205,G2,1,1,G2,G2,G2,G2,G2,4,4,G2,1,A,6,37,G2,3,G3,4,5,G4,G2,G1,G1,Q2,D03,G2,Q1,D02,Q1,D01,2850,100,100,100,100,0,0,0,0,2750,0,0,0,0,2750,250,2500,2500,0,11700,11700,11700,0,0,0,0,11700,0,0,0,0,11700,0,0,7000,4700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,300,720,-8850,2601,0,2300,1,0,300,300,1848,574,115,60,0,10,220,27,142,1327,753,33,0,0,0,720,3,3,4,2,2,,,3,1,,1,1,2,,,3,,1,1,2,1,65,200,250,5,,,
2020,062700331,625.277824849678,G2,1,1,G2,G2,G2,G2,G2,5,1,G4,1,B,3,61,G5,1,G1,4,1,G1,G3,G1,G2,Q2,D03,G2,Q2,D03,Q2,D04,9640,2960,2960,2960,2060,900,0,0,0,6680,6000,6000,0,0,680,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9640,2243,2160,0,4,79,0,79,1897,969,360,55,0,24,144,66,320,1315,346,63,103,180,0,0,1,3,4,2,2,,,5,2,,,,,,,,,,,,1,70,100,200,4,,,
2020,062700371,589.318592296732,G2,2,1,G1,G2,G2,G2,G2,2,4,G1,1,,,93,G5,7,G4,3,5,G4,G2,G1,G2,Q1,D01,G1,Q1,D01,Q1,D01,181,31,31,31,31,0,0,0,0,150,0,0,0,0,150,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,546,0,0,1,345,200,545,538,447,101,51,0,30,15,10,240,455,8,1,7,0,0,0,1,3,4,2,2,,,3,2,,,,,,,,,,,,2,,,,,85,3,4
2020,062800301,642.644783643763,G2,2,1,G1,G2,G2,G2,G2,1,,G1,1,A,6,81,G5,4,G3,3,1,G1,G1,G1,G2,Q1,D02,G2,Q2,D03,Q2,D03,6868,2468,2468,2468,468,0,2000,0,0,4400,4400,2000,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6868,1247,0,160,112,515,460,975,1173,1177,206,140,0,730,15,26,60,1251,74,5,0,54,15,0,1,3,4,2,2,,,3,2,,,,,,,,,,,,1,90,150,200,3,,,
